"SubscriptionName","SubscriptionId","ResourceGroup","Name","Type","Location","Kind","SKU","ProvisioningState","Tags","TagsOK","TagsFaltando","NamingOK","NamingIssue","PrefixEsperado"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-lideranc-rg001","lideranc-prd-mysql.private.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","planappprd-5687f10476-privatelink.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd"",""AppProfile"":""Wordpress""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","planappprd-ae99cfd7c7-privatelink.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd"",""AppProfile"":""Wordpress""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg004","portalplan-1ada35a364-privatelink.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd"",""WordPressDeploymentID"":""portal-planapp-1ada35a364"",""AppProfile"":""Wordpress""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","privatelink.database.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-avd-rg001","privatelink.file.core.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","privatelink.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","privatelink.postgres.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg003","privatelink.postgres.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","privatelink.redis.cache.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg003","privatelink.redis.cache.windows.net","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-sc-prd-ptsust-rg001","ptsustenta-fcfca31c83-privatelink.mysql.database.azure.com","microsoft.network/privatednszones","global","","","Succeeded","{""Subscription"":""Prd"",""WordPressDeploymentID"":""ptsustentavel-fcfca31c83"",""AppProfile"":""Wordpress""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'dnspr-[workload]-[ambiente]-[regiao]-NNN'","dnspr"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","10milhoes-0dd08466b7-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","10milhoesp-b9d0e31f28-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-sc-prd-ptsust-rg001","12a27ce9-1fdd-5f0a-bf84-2bae758df3c9","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg004","68bf2cef-6e62-5cdb-9cc7-957d6674f93c","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-avd-rg001","7lfzdpfglwulg","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","clube2050p-0be3f99616-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg001","congressod-f20d340a68-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","envisionpr-7e69805656-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-lideranc-rg001","i5h7nw7xdzeli","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","lab2050prd-2a701e99ee-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-avd-rg001","linktohub","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","planappprd-5687f10476-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","planappprd-ae99cfd7c7-privatelink.mysql.database.azure.com-vnetlink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg003","privatelink.postgres.database.azure.com-dblink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg003","privatelink.redis.cache.windows.net-applink","microsoft.network/privatednszones/virtualnetworklinks","global","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pe-adf-data-001","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pe-adf-data-002","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pe-data-sql-001","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pe-data-stg-001","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-avd-rg001","pe-stg-avd-001","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-shared-prd-rg001","pe-stg-avd-001","microsoft.network/privateendpoints","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pep-[workload]-[ambiente]-[regiao]-NNN'","pep"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","planapp-cpanel-v4-ip","microsoft.network/publicipaddresses","northeurope","","{""name"":""Standard"",""tier"":""Regional""}","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'pip-[workload]-[ambiente]-[regiao]-NNN'","pip"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg004","pla-ne-prd-sites-vnet001-prd-sites-snet001-rt001","microsoft.network/routetables","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-sc-prd-ptsust-rg001","pla-sc-prd-ptsust-vnet001-prd-ptsust-snet001-rt001","microsoft.network/routetables","swedencentral","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-netsec-rg001","pla-we-prd-data-vnet001-rt001","microsoft.network/routetables","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-foresigh-rg001","pla-we-prd-foresigh-vnet001-prd-foresigh-snet001-rt001","microsoft.network/routetables","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-lideranc-rg001","pla-we-prd-lideranc-vnet001-prd-lideranc-snet001-rt001","microsoft.network/routetables","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-netsec-rg001","pla-we-prd-shared-vnet001-rt001","microsoft.network/routetables","westeurope","","","Succeeded","{""environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-prd-sub001"",""scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rt-[workload]-[ambiente]-[regiao]-NNN'","rt"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg001","congressodofuturo_vnet","microsoft.network/virtualnetworks","northeurope","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg004","pla-ne-prd-sites-vnet001","microsoft.network/virtualnetworks","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-sc-prd-ptsust-rg001","pla-sc-prd-ptsust-vnet001","microsoft.network/virtualnetworks","swedencentral","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pla-we-prd-data-vnet001","microsoft.network/virtualnetworks","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-foresigh-rg001","pla-we-prd-foresigh-vnet001","microsoft.network/virtualnetworks","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-lideranc-rg001","pla-we-prd-lideranc-vnet001","microsoft.network/virtualnetworks","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-netsec-rg001","pla-we-prd-shared-vnet001","microsoft.network/virtualnetworks","westeurope","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""N.A."",""Subscription"":""PlanApp-prd-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","plawenprddatadl001_vNet2003347","microsoft.network/virtualnetworks","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","siail-prd-v3Vnet","microsoft.network/virtualnetworks","northeurope","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg003","siail-prd-v3Vnet","microsoft.network/virtualnetworks","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","siail-prd-v4Vnet","microsoft.network/virtualnetworks","northeurope","","","Succeeded","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'vnet-[workload]-[ambiente]-[regiao]-NNN'","vnet"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","loganalyticsdefaultresources","DefaultQueryPack","microsoft.operationalinsights/querypacks","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","defaultresourcegroup-neu","DefaultWorkspace-4fae9137-e1bc-4ee1-ba0a-00cde430bfb3-NEU","microsoft.operationalinsights/workspaces","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-foresigh-rg001","azlog5u3e7b567y2fg","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd"",""azd-env-name"":""prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-nprd-ml-001","mldev0012969547486","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-foresigh-rg001","preenchimento-parecer-logs","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-foresigh-rg001","workspace-plaweprdforesighrg001qwBI","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-i4ia-rg001","workspaceplawei4iarg00199eb","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-lideranc-rg001","workspaceplaweprdliderancrg001ac27","microsoft.operationalinsights/workspaces","westeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'law-[workload]-[ambiente]-[regiao]-NNN'","law"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","defaultresourcegroup-neu","ChangeTracking(DefaultWorkspace-4fae9137-e1bc-4ee1-ba0a-00cde430bfb3-NEU)","microsoft.operationsmanagement/solutions","northeurope","","","Succeeded","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-ne-prd-sites-rg002","68282a73-6bb3-4c93-8243-057506664607-dashboard","microsoft.portal/dashboards","northeurope","","","","{""Environment"":""Prd"",""Owner"":""cesar.rosa@planapp.gov.pt"",""Project"":""SitesForesightLab2050"",""hidden-title"":""planapp-prd-v2 Dashboard"",""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Tipo de recurso sem prefixo mapeado na política v2.0",
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-shared-mgmt-rg001","pla-we-prd-shared-rsv001","microsoft.recoveryservices/vaults","westeurope","","{""name"":""RS0"",""tier"":""Standard""}","Succeeded","{""Environment"":""Prd"",""owner"":""cesar.rosa@planapp.gov.pt"",""Subscription"":""PlanApp-prd-sub001"",""Scope"":""Network and Security""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'rsv-[workload]-[ambiente]-[regiao]-NNN'","rsv"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pla-we-prd-data-sql001","microsoft.sql/servers","westeurope","v12.0","","","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'sql-[workload]-[ambiente]-[regiao]-NNN'","sql"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","master","microsoft.sql/servers/databases","westeurope","v12.0,system,serverless","{""name"":""GP_SYSTEM"",""tier"":""System"",""capacity"":4,""family"":""SYSTEM""}","","{}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'sqldb-[workload]-[ambiente]-[regiao]-NNN'","sqldb"
"PLANAPP-prd-sub001","4fae9137-e1bc-4ee1-ba0a-00cde430bfb3","pla-we-prd-data-rg001","pla-we-prd-data-sqldb-stg-002","microsoft.sql/servers/databases","westeurope","v12.0,user,vcore","{""name"":""GP_Gen5"",""tier"":""GeneralPurpose"",""capacity"":2,""family"":""Gen5""}","","{""Subscription"":""Prd""}","False","departamento, ambiente, projeto, centrocusto","False","Nome não segue padrão v2.0: esperado 'sqldb-[workload]-[ambiente]-[regiao]-NNN'","sqldb"
